pokemon,move,move_human,left_min_level,left_groups,right_groups
maractus,cotton-guard,Cotton Guard,60,sword-shield,scarlet-violet
maractus,petal-blizzard,Petal Blizzard,36,sword-shield,scarlet-violet
maractus,spiky-shield,Spiky Shield,1,sword-shield,scarlet-violet
dwebble,sand-attack,Sand Attack,1,sword-shield,scarlet-violet
dwebble,withdraw,Withdraw,4,sword-shield,scarlet-violet
dwebble,rock-slide,Rock Slide,24,sword-shield,scarlet-violet
dwebble,slash,Slash,20,sword-shield,scarlet-violet
dwebble,flail,Flail,16,sword-shield,scarlet-violet
dwebble,fury-cutter,Fury Cutter,1,sword-shield,scarlet-violet
dwebble,rock-blast,Rock Blast,32,sword-shield,scarlet-violet
dwebble,rock-polish,Rock Polish,40,sword-shield,scarlet-violet
dwebble,x-scissor,X Scissor,36,sword-shield,scarlet-violet
dwebble,rock-wrecker,Rock Wrecker,48,sword-shield,scarlet-violet
dwebble,stealth-rock,Stealth Rock,28,sword-shield,scarlet-violet
dwebble,bug-bite,Bug Bite,12,sword-shield,scarlet-violet
dwebble,smack-down,Smack Down,8,sword-shield,scarlet-violet
dwebble,shell-smash,Shell Smash,44,sword-shield,scarlet-violet
crustle,sand-attack,Sand Attack,1,sword-shield,scarlet-violet
crustle,withdraw,Withdraw,1,sword-shield,scarlet-violet
crustle,rock-slide,Rock Slide,24,sword-shield,scarlet-violet
crustle,slash,Slash,20,sword-shield,scarlet-violet
crustle,flail,Flail,16,sword-shield,scarlet-violet
crustle,fury-cutter,Fury Cutter,1,sword-shield,scarlet-violet
crustle,rock-blast,Rock Blast,32,sword-shield,scarlet-violet
crustle,rock-polish,Rock Polish,44,sword-shield,scarlet-violet
crustle,x-scissor,X Scissor,38,sword-shield,scarlet-violet
crustle,rock-wrecker,Rock Wrecker,56,sword-shield,scarlet-violet
crustle,stealth-rock,Stealth Rock,28,sword-shield,scarlet-violet
crustle,bug-bite,Bug Bite,12,sword-shield,scarlet-violet
crustle,smack-down,Smack Down,1,sword-shield,scarlet-violet
crustle,shell-smash,Shell Smash,50,sword-shield,scarlet-violet
scraggy,protect,Protect,20,sword-shield,scarlet-violet
sigilyph,gust,Gust,1,sword-shield,scarlet-violet
sigilyph,whirlwind,Whirlwind,25,sword-shield,scarlet-violet
sigilyph,psybeam,Psybeam,20,sword-shield,scarlet-violet
sigilyph,confusion,Confusion,1,sword-shield,scarlet-violet
sigilyph,psychic,Psychic,40,sword-shield,scarlet-violet
sigilyph,hypnosis,Hypnosis,10,sword-shield,scarlet-violet
sigilyph,light-screen,Light Screen,50,sword-shield,scarlet-violet
sigilyph,reflect,Reflect,50,sword-shield,scarlet-violet
sigilyph,sky-attack,Sky Attack,55,sword-shield,scarlet-violet
sigilyph,skill-swap,Skill Swap,60,sword-shield,scarlet-violet
sigilyph,air-cutter,Air Cutter,15,sword-shield,scarlet-violet
sigilyph,cosmic-power,Cosmic Power,30,sword-shield,scarlet-violet
sigilyph,gravity,Gravity,5,sword-shield,scarlet-violet
sigilyph,tailwind,Tailwind,45,sword-shield,scarlet-violet
sigilyph,air-slash,Air Slash,35,sword-shield,scarlet-violet
yamask,disable,Disable,12,sword-shield,scarlet-violet
yamask,night-shade,Night Shade,8,sword-shield,scarlet-violet
yamask,haze,Haze,4,sword-shield,scarlet-violet
yamask,curse,Curse,36,sword-shield,scarlet-violet
yamask,protect,Protect,1,sword-shield,scarlet-violet
yamask,destiny-bond,Destiny Bond,52,sword-shield,scarlet-violet
yamask,mean-look,Mean Look,28,sword-shield,scarlet-violet
yamask,shadow-ball,Shadow Ball,40,sword-shield,scarlet-violet
yamask,will-o-wisp,Will O Wisp,16,sword-shield,scarlet-violet
yamask,grudge,Grudge,32,sword-shield,scarlet-violet
yamask,astonish,Astonish,1,sword-shield,scarlet-violet
yamask,dark-pulse,Dark Pulse,44,sword-shield,scarlet-violet
yamask,guard-split,Guard Split,48,sword-shield,scarlet-violet
yamask,power-split,Power Split,48,sword-shield,scarlet-violet
yamask,hex,Hex,24,sword-shield,scarlet-violet
yamask,crafty-shield,Crafty Shield,20,sword-shield,scarlet-violet
cofagrigus,disable,Disable,12,sword-shield,scarlet-violet
cofagrigus,night-shade,Night Shade,1,sword-shield,scarlet-violet
cofagrigus,haze,Haze,1,sword-shield,scarlet-violet
cofagrigus,curse,Curse,38,sword-shield,scarlet-violet
cofagrigus,protect,Protect,1,sword-shield,scarlet-violet
cofagrigus,scary-face,Scary Face,1,sword-shield,scarlet-violet
cofagrigus,destiny-bond,Destiny Bond,62,sword-shield,scarlet-violet
cofagrigus,mean-look,Mean Look,28,sword-shield,scarlet-violet
cofagrigus,shadow-ball,Shadow Ball,44,sword-shield,scarlet-violet
cofagrigus,will-o-wisp,Will O Wisp,16,sword-shield,scarlet-violet
cofagrigus,grudge,Grudge,32,sword-shield,scarlet-violet
cofagrigus,astonish,Astonish,1,sword-shield,scarlet-violet
cofagrigus,dark-pulse,Dark Pulse,50,sword-shield,scarlet-violet
cofagrigus,shadow-claw,Shadow Claw,0,sword-shield,scarlet-violet
cofagrigus,guard-split,Guard Split,56,sword-shield,scarlet-violet
cofagrigus,power-split,Power Split,56,sword-shield,scarlet-violet
cofagrigus,hex,Hex,24,sword-shield,scarlet-violet
cofagrigus,crafty-shield,Crafty Shield,20,sword-shield,scarlet-violet
archeops,wing-attack,Wing Attack,1,sword-shield,scarlet-violet
archeops,thrash,Thrash,46,sword-shield,scarlet-violet
archeops,leer,Leer,1,sword-shield,scarlet-violet
archeops,rock-throw,Rock Throw,1,sword-shield,scarlet-violet
archeops,agility,Agility,33,sword-shield,scarlet-violet
archeops,quick-attack,Quick Attack,1,sword-shield,scarlet-violet
archeops,rock-slide,Rock Slide,24,sword-shield,scarlet-violet
archeops,scary-face,Scary Face,27,sword-shield,scarlet-violet
archeops,dragon-breath,Dragon Breath,9,sword-shield,scarlet-violet
archeops,crunch,Crunch,30,sword-shield,scarlet-violet
archeops,ancient-power,Ancient Power,12,sword-shield,scarlet-violet
archeops,endeavor,Endeavor,51,sword-shield,scarlet-violet
archeops,dragon-claw,Dragon Claw,41,sword-shield,scarlet-violet
archeops,pluck,Pluck,15,sword-shield,scarlet-violet
archeops,tailwind,Tailwind,36,sword-shield,scarlet-violet
archeops,u-turn,U Turn,21,sword-shield,scarlet-violet
archeops,quick-guard,Quick Guard,18,sword-shield,scarlet-violet
archen,wing-attack,Wing Attack,6,sword-shield,scarlet-violet
archen,thrash,Thrash,42,sword-shield,scarlet-violet
archen,leer,Leer,1,sword-shield,scarlet-violet
archen,rock-throw,Rock Throw,3,sword-shield,scarlet-violet
archen,agility,Agility,33,sword-shield,scarlet-violet
archen,quick-attack,Quick Attack,1,sword-shield,scarlet-violet
archen,rock-slide,Rock Slide,24,sword-shield,scarlet-violet
archen,scary-face,Scary Face,27,sword-shield,scarlet-violet
archen,dragon-breath,Dragon Breath,9,sword-shield,scarlet-violet
archen,crunch,Crunch,30,sword-shield,scarlet-violet
archen,ancient-power,Ancient Power,12,sword-shield,scarlet-violet
archen,endeavor,Endeavor,45,sword-shield,scarlet-violet
archen,dragon-claw,Dragon Claw,39,sword-shield,scarlet-violet
archen,pluck,Pluck,15,sword-shield,scarlet-violet
archen,tailwind,Tailwind,36,sword-shield,scarlet-violet
archen,u-turn,U Turn,21,sword-shield,scarlet-violet
archen,quick-guard,Quick Guard,18,sword-shield,scarlet-violet
carracosta,bite,Bite,15,sword-shield,scarlet-violet
carracosta,water-gun,Water Gun,1,sword-shield,scarlet-violet
carracosta,hydro-pump,Hydro Pump,46,sword-shield,scarlet-violet
carracosta,withdraw,Withdraw,1,sword-shield,scarlet-violet
carracosta,rock-slide,Rock Slide,24,sword-shield,scarlet-violet
carracosta,curse,Curse,30,sword-shield,scarlet-violet
carracosta,protect,Protect,1,sword-shield,scarlet-violet
carracosta,rain-dance,Rain Dance,41,sword-shield,scarlet-violet
carracosta,crunch,Crunch,27,sword-shield,scarlet-violet
carracosta,ancient-power,Ancient Power,12,sword-shield,scarlet-violet
carracosta,iron-defense,Iron Defense,33,sword-shield,scarlet-violet
carracosta,brine,Brine,21,sword-shield,scarlet-violet
carracosta,aqua-tail,Aqua Tail,36,sword-shield,scarlet-violet
carracosta,aqua-jet,Aqua Jet,1,sword-shield,scarlet-violet
carracosta,wide-guard,Wide Guard,18,sword-shield,scarlet-violet
carracosta,smack-down,Smack Down,9,sword-shield,scarlet-violet
carracosta,shell-smash,Shell Smash,51,sword-shield,scarlet-violet
trubbish,pound,Pound,1,sword-shield,scarlet-violet
trubbish,take-down,Take Down,24,sword-shield,scarlet-violet
trubbish,toxic,Toxic,30,sword-shield,scarlet-violet
trubbish,sludge,Sludge,18,sword-shield,scarlet-violet
trubbish,amnesia,Amnesia,9,sword-shield,scarlet-violet
trubbish,poison-gas,Poison Gas,1,sword-shield,scarlet-violet
trubbish,explosion,Explosion,42,sword-shield,scarlet-violet
trubbish,sludge-bomb,Sludge Bomb,27,sword-shield,scarlet-violet
trubbish,pain-split,Pain Split,37,sword-shield,scarlet-violet
trubbish,stockpile,Stockpile,21,sword-shield,scarlet-violet
trubbish,swallow,Swallow,21,sword-shield,scarlet-violet
trubbish,recycle,Recycle,3,sword-shield,scarlet-violet
trubbish,toxic-spikes,Toxic Spikes,15,sword-shield,scarlet-violet
trubbish,gunk-shot,Gunk Shot,39,sword-shield,scarlet-violet
trubbish,acid-spray,Acid Spray,6,sword-shield,scarlet-violet
trubbish,clear-smog,Clear Smog,12,sword-shield,scarlet-violet
trubbish,belch,Belch,33,sword-shield,scarlet-violet
scrafty,protect,Protect,20,sword-shield,scarlet-violet
venipede,take-down,Take Down,28,sword-shield,scarlet-violet
venipede,double-edge,Double-Edge,44,sword-shield,scarlet-violet
venipede,poison-sting,Poison Sting,1,sword-shield,scarlet-violet
venipede,toxic,Toxic,36,sword-shield,scarlet-violet
venipede,agility,Agility,32,sword-shield,scarlet-violet
venipede,screech,Screech,16,sword-shield,scarlet-violet
venipede,defense-curl,Defense Curl,1,sword-shield,scarlet-violet
venipede,protect,Protect,8,sword-shield,scarlet-violet
venipede,rollout,Rollout,4,sword-shield,scarlet-violet
venipede,poison-tail,Poison Tail,12,sword-shield,scarlet-violet
venipede,bug-bite,Bug Bite,20,sword-shield,scarlet-violet
venipede,venoshock,Venoshock,24,sword-shield,scarlet-violet
venipede,venom-drench,Venom Drench,40,sword-shield,scarlet-violet
garbodor,pound,Pound,1,sword-shield,scarlet-violet
garbodor,body-slam,Body Slam,24,sword-shield,scarlet-violet
garbodor,take-down,Take Down,1,sword-shield,scarlet-violet
garbodor,toxic,Toxic,30,sword-shield,scarlet-violet
garbodor,sludge,Sludge,18,sword-shield,scarlet-violet
garbodor,amnesia,Amnesia,9,sword-shield,scarlet-violet
garbodor,poison-gas,Poison Gas,1,sword-shield,scarlet-violet
garbodor,explosion,Explosion,48,sword-shield,scarlet-violet
garbodor,sludge-bomb,Sludge Bomb,27,sword-shield,scarlet-violet
garbodor,pain-split,Pain Split,39,sword-shield,scarlet-violet
garbodor,metal-claw,Metal Claw,1,sword-shield,scarlet-violet
garbodor,stockpile,Stockpile,21,sword-shield,scarlet-violet
garbodor,swallow,Swallow,21,sword-shield,scarlet-violet
garbodor,recycle,Recycle,1,sword-shield,scarlet-violet
garbodor,toxic-spikes,Toxic Spikes,15,sword-shield,scarlet-violet
garbodor,gunk-shot,Gunk Shot,43,sword-shield,scarlet-violet
garbodor,acid-spray,Acid Spray,1,sword-shield,scarlet-violet
garbodor,clear-smog,Clear Smog,12,sword-shield,scarlet-violet
garbodor,belch,Belch,33,sword-shield,scarlet-violet
zoroark,scary-face,Scary Face,16,sword-shield,scarlet-violet
cinccino,slam,Slam,1,sword-shield,scarlet-violet
cinccino,swift,Swift,1,sword-shield,scarlet-violet
cinccino,encore,Encore,1,sword-shield,scarlet-violet
cinccino,helping-hand,Helping Hand,1,sword-shield,scarlet-violet
cinccino,hyper-voice,Hyper Voice,1,sword-shield,scarlet-violet
cinccino,tickle,Tickle,1,sword-shield,scarlet-violet
cinccino,rock-blast,Rock Blast,1,sword-shield,scarlet-violet
cinccino,last-resort,Last Resort,1,sword-shield,scarlet-violet
cinccino,after-you,After You,1,sword-shield,scarlet-violet
cinccino,echoed-voice,Echoed Voice,1,sword-shield,scarlet-violet
cinccino,baby-doll-eyes,Baby Doll Eyes,1,sword-shield,scarlet-violet
gothorita,psychic,Psychic,40,sword-shield,scarlet-violet
tirtouga,bite,Bite,15,sword-shield,scarlet-violet
tirtouga,water-gun,Water Gun,1,sword-shield,scarlet-violet
tirtouga,hydro-pump,Hydro Pump,42,sword-shield,scarlet-violet
tirtouga,withdraw,Withdraw,1,sword-shield,scarlet-violet
tirtouga,rock-slide,Rock Slide,24,sword-shield,scarlet-violet
tirtouga,curse,Curse,30,sword-shield,scarlet-violet
tirtouga,protect,Protect,3,sword-shield,scarlet-violet
tirtouga,rain-dance,Rain Dance,39,sword-shield,scarlet-violet
tirtouga,crunch,Crunch,27,sword-shield,scarlet-violet
tirtouga,ancient-power,Ancient Power,12,sword-shield,scarlet-violet
tirtouga,iron-defense,Iron Defense,33,sword-shield,scarlet-violet
tirtouga,brine,Brine,21,sword-shield,scarlet-violet
tirtouga,aqua-tail,Aqua Tail,36,sword-shield,scarlet-violet
tirtouga,aqua-jet,Aqua Jet,6,sword-shield,scarlet-violet
tirtouga,wide-guard,Wide Guard,18,sword-shield,scarlet-violet
tirtouga,smack-down,Smack Down,9,sword-shield,scarlet-violet
tirtouga,shell-smash,Shell Smash,45,sword-shield,scarlet-violet
vanillite,mist,Mist,8,sword-shield,scarlet-violet
vanillite,ice-beam,Ice Beam,40,sword-shield,scarlet-violet
vanillite,blizzard,Blizzard,44,sword-shield,scarlet-violet
vanillite,harden,Harden,1,sword-shield,scarlet-violet
vanillite,acid-armor,Acid Armor,32,sword-shield,scarlet-violet
vanillite,icy-wind,Icy Wind,12,sword-shield,scarlet-violet
vanillite,mirror-coat,Mirror Coat,36,sword-shield,scarlet-violet
vanillite,uproar,Uproar,28,sword-shield,scarlet-violet
vanillite,hail,Hail,20,sword-shield,scarlet-violet
vanillite,taunt,Taunt,4,sword-shield,scarlet-violet
vanillite,astonish,Astonish,1,sword-shield,scarlet-violet
vanillite,sheer-cold,Sheer Cold,48,sword-shield,scarlet-violet
vanillite,icicle-spear,Icicle Spear,24,sword-shield,scarlet-violet
vanillite,avalanche,Avalanche,16,sword-shield,scarlet-violet
vanillish,mist,Mist,1,sword-shield,scarlet-violet
vanillish,ice-beam,Ice Beam,44,sword-shield,scarlet-violet
vanillish,blizzard,Blizzard,50,sword-shield,scarlet-violet
vanillish,harden,Harden,1,sword-shield,scarlet-violet
vanillish,acid-armor,Acid Armor,32,sword-shield,scarlet-violet
vanillish,icy-wind,Icy Wind,12,sword-shield,scarlet-violet
vanillish,mirror-coat,Mirror Coat,38,sword-shield,scarlet-violet
vanillish,uproar,Uproar,28,sword-shield,scarlet-violet
vanillish,hail,Hail,20,sword-shield,scarlet-violet
vanillish,taunt,Taunt,1,sword-shield,scarlet-violet
vanillish,astonish,Astonish,1,sword-shield,scarlet-violet
vanillish,sheer-cold,Sheer Cold,56,sword-shield,scarlet-violet
vanillish,icicle-spear,Icicle Spear,24,sword-shield,scarlet-violet
vanillish,avalanche,Avalanche,16,sword-shield,scarlet-violet
emolga,tail-whip,Tail Whip,1,sword-shield,scarlet-violet
emolga,thunder-shock,Thunder Shock,15,sword-shield,scarlet-violet
emolga,agility,Agility,55,sword-shield,scarlet-violet
emolga,quick-attack,Quick Attack,10,sword-shield,scarlet-violet
emolga,double-team,Double Team,5,sword-shield,scarlet-violet
emolga,light-screen,Light Screen,45,sword-shield,scarlet-violet
emolga,spark,Spark,30,sword-shield,scarlet-violet
emolga,encore,Encore,35,sword-shield,scarlet-violet
emolga,charge,Charge,20,sword-shield,scarlet-violet
emolga,discharge,Discharge,50,sword-shield,scarlet-violet
emolga,acrobatics,Acrobatics,25,sword-shield,scarlet-violet
emolga,volt-switch,Volt Switch,40,sword-shield,scarlet-violet
emolga,nuzzle,Nuzzle,1,sword-shield,scarlet-violet
karrablast,swords-dance,Swords Dance,36,sword-shield,scarlet-violet
karrablast,headbutt,Headbutt,20,sword-shield,scarlet-violet
karrablast,take-down,Take Down,40,sword-shield,scarlet-violet
karrablast,double-edge,Double-Edge,48,sword-shield,scarlet-violet
karrablast,leer,Leer,1,sword-shield,scarlet-violet
karrablast,peck,Peck,1,sword-shield,scarlet-violet
karrablast,flail,Flail,24,sword-shield,scarlet-violet
karrablast,scary-face,Scary Face,28,sword-shield,scarlet-violet
karrablast,endure,Endure,8,sword-shield,scarlet-violet
karrablast,false-swipe,False Swipe,12,sword-shield,scarlet-violet
karrablast,fury-cutter,Fury Cutter,4,sword-shield,scarlet-violet
karrablast,x-scissor,X Scissor,32,sword-shield,scarlet-violet
karrablast,bug-buzz,Bug Buzz,44,sword-shield,scarlet-violet
karrablast,acid-spray,Acid Spray,16,sword-shield,scarlet-violet
escavalier,swords-dance,Swords Dance,36,sword-shield,scarlet-violet
escavalier,headbutt,Headbutt,20,sword-shield,scarlet-violet
escavalier,take-down,Take Down,1,sword-shield,scarlet-violet
escavalier,double-edge,Double-Edge,1,sword-shield,scarlet-violet
escavalier,leer,Leer,1,sword-shield,scarlet-violet
escavalier,peck,Peck,1,sword-shield,scarlet-violet
escavalier,flail,Flail,1,sword-shield,scarlet-violet
escavalier,reversal,Reversal,24,sword-shield,scarlet-violet
escavalier,scary-face,Scary Face,1,sword-shield,scarlet-violet
escavalier,endure,Endure,1,sword-shield,scarlet-violet
escavalier,false-swipe,False Swipe,12,sword-shield,scarlet-violet
escavalier,fury-cutter,Fury Cutter,1,sword-shield,scarlet-violet
escavalier,iron-defense,Iron Defense,28,sword-shield,scarlet-violet
escavalier,metal-burst,Metal Burst,52,sword-shield,scarlet-violet
escavalier,x-scissor,X Scissor,32,sword-shield,scarlet-violet
escavalier,bug-buzz,Bug Buzz,44,sword-shield,scarlet-violet
escavalier,giga-impact,Giga Impact,48,sword-shield,scarlet-violet
escavalier,iron-head,Iron Head,40,sword-shield,scarlet-violet
escavalier,acid-spray,Acid Spray,16,sword-shield,scarlet-violet
escavalier,quick-guard,Quick Guard,1,sword-shield,scarlet-violet
escavalier,fell-stinger,Fell Stinger,1,sword-shield,scarlet-violet
frillish,poison-sting,Poison Sting,4,sword-shield,scarlet-violet
frillish,water-gun,Water Gun,1,sword-shield,scarlet-violet
frillish,hydro-pump,Hydro Pump,41,sword-shield,scarlet-violet
frillish,absorb,Absorb,1,sword-shield,scarlet-violet
frillish,night-shade,Night Shade,8,sword-shield,scarlet-violet
frillish,recover,Recover,28,sword-shield,scarlet-violet
frillish,destiny-bond,Destiny Bond,44,sword-shield,scarlet-violet
frillish,rain-dance,Rain Dance,16,sword-shield,scarlet-violet
frillish,shadow-ball,Shadow Ball,32,sword-shield,scarlet-violet
frillish,whirlpool,Whirlpool,36,sword-shield,scarlet-violet
frillish,water-spout,Water Spout,48,sword-shield,scarlet-violet
frillish,water-pulse,Water Pulse,12,sword-shield,scarlet-violet
frillish,brine,Brine,24,sword-shield,scarlet-violet
frillish,hex,Hex,20,sword-shield,scarlet-violet
jellicent,poison-sting,Poison Sting,1,sword-shield,scarlet-violet
jellicent,water-gun,Water Gun,1,sword-shield,scarlet-violet
jellicent,hydro-pump,Hydro Pump,43,sword-shield,scarlet-violet
jellicent,absorb,Absorb,1,sword-shield,scarlet-violet
jellicent,night-shade,Night Shade,1,sword-shield,scarlet-violet
jellicent,recover,Recover,28,sword-shield,scarlet-violet
jellicent,acid-armor,Acid Armor,1,sword-shield,scarlet-violet
jellicent,destiny-bond,Destiny Bond,48,sword-shield,scarlet-violet
jellicent,rain-dance,Rain Dance,16,sword-shield,scarlet-violet
jellicent,shadow-ball,Shadow Ball,32,sword-shield,scarlet-violet
jellicent,whirlpool,Whirlpool,36,sword-shield,scarlet-violet
jellicent,water-spout,Water Spout,54,sword-shield,scarlet-violet
jellicent,water-pulse,Water Pulse,12,sword-shield,scarlet-violet
jellicent,brine,Brine,24,sword-shield,scarlet-violet
jellicent,hex,Hex,20,sword-shield,scarlet-violet
ferrothorn,tackle,Tackle,1,sword-shield,scarlet-violet
ferrothorn,pin-missile,Pin Missile,1,sword-shield,scarlet-violet
ferrothorn,harden,Harden,1,sword-shield,scarlet-violet
ferrothorn,self-destruct,Self Destruct,30,sword-shield,scarlet-violet
ferrothorn,explosion,Explosion,56,sword-shield,scarlet-violet
ferrothorn,curse,Curse,43,sword-shield,scarlet-violet
ferrothorn,metal-claw,Metal Claw,1,sword-shield,scarlet-violet
ferrothorn,ingrain,Ingrain,15,sword-shield,scarlet-violet
ferrothorn,iron-defense,Iron Defense,35,sword-shield,scarlet-violet
ferrothorn,gyro-ball,Gyro Ball,49,sword-shield,scarlet-violet
ferrothorn,flash-cannon,Flash Cannon,20,sword-shield,scarlet-violet
ferrothorn,power-whip,Power Whip,0,sword-shield,scarlet-violet
ferrothorn,iron-head,Iron Head,25,sword-shield,scarlet-violet
ferroseed,tackle,Tackle,1,sword-shield,scarlet-violet
ferroseed,pin-missile,Pin Missile,10,sword-shield,scarlet-violet
ferroseed,harden,Harden,1,sword-shield,scarlet-violet
ferroseed,self-destruct,Self Destruct,30,sword-shield,scarlet-violet
ferroseed,explosion,Explosion,50,sword-shield,scarlet-violet
ferroseed,curse,Curse,41,sword-shield,scarlet-violet
ferroseed,metal-claw,Metal Claw,5,sword-shield,scarlet-violet
ferroseed,ingrain,Ingrain,15,sword-shield,scarlet-violet
ferroseed,iron-defense,Iron Defense,35,sword-shield,scarlet-violet
ferroseed,gyro-ball,Gyro Ball,45,sword-shield,scarlet-violet
ferroseed,flash-cannon,Flash Cannon,20,sword-shield,scarlet-violet
ferroseed,iron-head,Iron Head,25,sword-shield,scarlet-violet
klink,vice-grip,Vice Grip,1,sword-shield,scarlet-violet
klink,bind,Bind,4,sword-shield,scarlet-violet
klink,hyper-beam,Hyper Beam,48,sword-shield,scarlet-violet
klink,thunder-shock,Thunder Shock,1,sword-shield,scarlet-violet
klink,screech,Screech,28,sword-shield,scarlet-violet
klink,zap-cannon,Zap Cannon,44,sword-shield,scarlet-violet
klink,lock-on,Lock On,36,sword-shield,scarlet-violet
klink,charge,Charge,8,sword-shield,scarlet-violet
klink,metal-sound,Metal Sound,16,sword-shield,scarlet-violet
klink,discharge,Discharge,24,sword-shield,scarlet-violet
klink,charge-beam,Charge Beam,12,sword-shield,scarlet-violet
klink,autotomize,Autotomize,20,sword-shield,scarlet-violet
klink,shift-gear,Shift Gear,40,sword-shield,scarlet-violet
klink,gear-grind,Gear Grind,32,sword-shield,scarlet-violet
klinklang,vice-grip,Vice Grip,1,sword-shield,scarlet-violet
klinklang,bind,Bind,1,sword-shield,scarlet-violet
klinklang,hyper-beam,Hyper Beam,56,sword-shield,scarlet-violet
klinklang,thunder-shock,Thunder Shock,1,sword-shield,scarlet-violet
klinklang,screech,Screech,28,sword-shield,scarlet-violet
klinklang,zap-cannon,Zap Cannon,48,sword-shield,scarlet-violet
klinklang,lock-on,Lock On,36,sword-shield,scarlet-violet
klinklang,charge,Charge,1,sword-shield,scarlet-violet
klinklang,metal-sound,Metal Sound,16,sword-shield,scarlet-violet
klinklang,discharge,Discharge,24,sword-shield,scarlet-violet
klinklang,charge-beam,Charge Beam,12,sword-shield,scarlet-violet
klinklang,autotomize,Autotomize,20,sword-shield,scarlet-violet
klinklang,shift-gear,Shift Gear,42,sword-shield,scarlet-violet
klinklang,gear-grind,Gear Grind,32,sword-shield,scarlet-violet
klinklang,magnetic-flux,Magnetic Flux,1,sword-shield,scarlet-violet
klinklang,electric-terrain,Electric Terrain,64,sword-shield,scarlet-violet
klinklang,gear-up,Gear Up,1,sword-shield,scarlet-violet
klang,vice-grip,Vice Grip,1,sword-shield,scarlet-violet
klang,bind,Bind,1,sword-shield,scarlet-violet
klang,hyper-beam,Hyper Beam,54,sword-shield,scarlet-violet
klang,thunder-shock,Thunder Shock,1,sword-shield,scarlet-violet
klang,screech,Screech,28,sword-shield,scarlet-violet
klang,zap-cannon,Zap Cannon,48,sword-shield,scarlet-violet
klang,lock-on,Lock On,36,sword-shield,scarlet-violet
klang,charge,Charge,1,sword-shield,scarlet-violet
klang,metal-sound,Metal Sound,16,sword-shield,scarlet-violet
klang,discharge,Discharge,24,sword-shield,scarlet-violet
klang,charge-beam,Charge Beam,12,sword-shield,scarlet-violet
klang,autotomize,Autotomize,20,sword-shield,scarlet-violet
klang,shift-gear,Shift Gear,42,sword-shield,scarlet-violet
klang,gear-grind,Gear Grind,32,sword-shield,scarlet-violet
vanilluxe,mist,Mist,1,sword-shield,scarlet-violet
vanilluxe,ice-beam,Ice Beam,44,sword-shield,scarlet-violet
vanilluxe,blizzard,Blizzard,52,sword-shield,scarlet-violet
vanilluxe,harden,Harden,1,sword-shield,scarlet-violet
vanilluxe,acid-armor,Acid Armor,32,sword-shield,scarlet-violet
vanilluxe,icy-wind,Icy Wind,12,sword-shield,scarlet-violet
vanilluxe,mirror-coat,Mirror Coat,38,sword-shield,scarlet-violet
vanilluxe,uproar,Uproar,28,sword-shield,scarlet-violet
vanilluxe,hail,Hail,20,sword-shield,scarlet-violet
vanilluxe,taunt,Taunt,1,sword-shield,scarlet-violet
vanilluxe,astonish,Astonish,1,sword-shield,scarlet-violet
vanilluxe,weather-ball,Weather Ball,1,sword-shield,scarlet-violet
vanilluxe,sheer-cold,Sheer Cold,60,sword-shield,scarlet-violet
vanilluxe,icicle-spear,Icicle Spear,24,sword-shield,scarlet-violet
vanilluxe,avalanche,Avalanche,16,sword-shield,scarlet-violet
vanilluxe,icicle-crash,Icicle Crash,1,sword-shield,scarlet-violet
vanilluxe,freeze-dry,Freeze Dry,1,sword-shield,scarlet-violet
beheeyem,headbutt,Headbutt,30,sword-shield,scarlet-violet
beheeyem,growl,Growl,1,sword-shield,scarlet-violet
beheeyem,psybeam,Psybeam,18,sword-shield,scarlet-violet
beheeyem,confusion,Confusion,1,sword-shield,scarlet-violet
beheeyem,psychic,Psychic,68,sword-shield,scarlet-violet
beheeyem,teleport,Teleport,1,sword-shield,scarlet-violet
beheeyem,recover,Recover,45,sword-shield,scarlet-violet
beheeyem,imprison,Imprison,1,sword-shield,scarlet-violet
beheeyem,calm-mind,Calm Mind,52,sword-shield,scarlet-violet
beheeyem,zen-headbutt,Zen Headbutt,36,sword-shield,scarlet-violet
beheeyem,guard-split,Guard Split,24,sword-shield,scarlet-violet
beheeyem,power-split,Power Split,24,sword-shield,scarlet-violet
beheeyem,wonder-room,Wonder Room,60,sword-shield,scarlet-violet
beheeyem,psychic-terrain,Psychic Terrain,1,sword-shield,scarlet-violet
elgyem,headbutt,Headbutt,30,sword-shield,scarlet-violet
elgyem,growl,Growl,1,sword-shield,scarlet-violet
elgyem,psybeam,Psybeam,18,sword-shield,scarlet-violet
elgyem,confusion,Confusion,1,sword-shield,scarlet-violet
elgyem,psychic,Psychic,60,sword-shield,scarlet-violet
elgyem,teleport,Teleport,12,sword-shield,scarlet-violet
elgyem,recover,Recover,43,sword-shield,scarlet-violet
elgyem,imprison,Imprison,6,sword-shield,scarlet-violet
elgyem,calm-mind,Calm Mind,48,sword-shield,scarlet-violet
elgyem,zen-headbutt,Zen Headbutt,36,sword-shield,scarlet-violet
elgyem,guard-split,Guard Split,24,sword-shield,scarlet-violet
elgyem,power-split,Power Split,24,sword-shield,scarlet-violet
elgyem,wonder-room,Wonder Room,54,sword-shield,scarlet-violet
axew,dual-chop,Dual Chop,30,sword-shield,scarlet-violet
axew,laser-focus,Laser Focus,33,sword-shield,scarlet-violet
